# 词组读音,只收「读音异于逐字默认」的条目 —— 那正是修多音字需要的。
# 从 pypinyin 的 large_pinyin 导出(参考实现用的同一份),勿手改。
㞎㞎	ba3 ba5
瓤口儿	rang2 kou3 er5
瓦刀	wa4 dao1
瓦剌	wa3 la4
瓦剌国	wa3 la4 guo2
瓦勒他	wa3 le4 ta1
瓦卜	wa3 bu3
瓦圩	wa3 xu1
瓦垄子	wa3 long3 zi3
瓦子	wa3 zi3
瓦岗军	wa3 gang1 jun1
瓦影之鱼	wa3 ying3 hua1 yu2
瓦查	wa3 zha1
瓦楞子	wa3 leng2 zi3
瓦渣地	wa3 zha1 de5
瓦窑堡	wa3 yao2 bu3
瓦脊	wa3 ji3
瓦舍	wa3 she4
瓦衕子	wa3 tong4 zi3
瓦都兹	wa3 du1 zi1
瓦铛	wa3 cheng1
瓦铫	wa3 yao2
瓦隆	wa3 long1
瓮子	weng4 zi3
瓮尽杯干	weng4 jin4 bei1 gan1
瓯卜	ou1 bu3
瓯子	ou1 zi3
瓯杓	ou1 shao2
瓶供	ping2 gong4
瓶塞钻	ping2 sai1 zuan4
瓶沈簪折	ping2 shen3 zan1 she2
瓷实	ci2 shi5
瓷铛	ci2 cheng1
甄载	zhen1 zai3
甏子	beng4 zi3
甑尘釜鱼	zeng1 chen2 fu3 yu2
甑瓾	zeng4 wa1
甑窐	zeng4 wa1
甕尽杯干	weng4 jin4 bei1 gan1
甕里酰鸡	weng4 li3 xi1 ji1
甗锜	yan3 yi3
甘为	gan1 wei2
甘乃地	gan1 nai3 de5
甘分随时	gan1 fen4 sui2 shi2
甘处下流	gan1 chu3 xia4 liu2
甘子	gan1 zi3
甘州子	gan1 zhou1 zi3
甘州曲	gan1 zhou1 qu3
甘得	gan1 de5
甘蔗	gan1 zhe5
甘蔗地	gan1 zhe4 de5
甘蔗渣	gan1 zhe5 zha1
甘锐侯	gan1 rui4 hou4
甚为	shen4 wei2
甚么	shen2 me5
甚于	shen2 yu2
甚麼	shen2 me5
甜口儿	tian2 kou3 er5
甜味儿	tian2 wei4 er5
甜咪咪地	tian2 mi1 mi1 de5
甜头	tian2 tou5
甜得发腻	tian2 de5 fa1 ni4
甜甜地	tian2 tian2 de5
甜甜地睡	tian2 tian2 de5 shui4
甜甜地说	tian2 tian2 de5 shuo1
甜甜地问	tian2 tian2 de5 wen4
甜美地	tian2 mei3 de5
甜蜜地	tian2 mi4 de5
甜蜜地说	tian2 mi4 de5 shuo1
生什	sheng1 shi2
生佛	sheng1 fo2
生剌剌	sheng1 la4 la4
生剥	sheng1 bao1
生动地	sheng1 dong4 de5
生卷	sheng1 juan4
生发	sheng1 fa4
生发剂	sheng1 fa4 ji4
生发未燥	sheng1 fa4 wei4 zao4
生发油	sheng1 fa4 you2
生命力地	sheng1 ming4 li4 de5
生喇喇	sheng1 la4 la4
生子	sheng1 zi3
生存力地	sheng1 cun2 li4 de5
生得	sheng1 de5
生忔察	sheng1 yi4 cha2
生忿子	sheng1 fen4 zi3
生态地	sheng1 tai4 de5
生态型地	sheng1 tai4 xing2 de5
生息地	sheng1 xi1 de5
生意经	sheng1 yi5 jing1
生拉活拽	sheng1 la1 huo2 zhuai4
生拉硬拽	sheng1 la1 ying4 zhuai4
生拽活拖	sheng1 zhuai4 huo2 tuo1
生日地	sheng1 ri4 de5
生来地	sheng1 lai2 de5
生查子	sheng1 zha1 zi3
生死未卜	sheng1 si3 wei4 bu3
生死长夜	sheng1 si3 chang2 ye4
生殖地	sheng1 zhi2 de5
生气地	sheng1 qi4 de5
生气地说	sheng1 qi4 de5 shuo1
生物学地	sheng1 wu4 xue2 de5
生理假	sheng1 li3 jia4
生理地	sheng1 li3 de5
生理学地	sheng1 li3 xue2 de5
生生地	sheng1 sheng1 de5
生疏地	sheng1 shu1 de5
生相	sheng1 xiang4
生硬地说	sheng1 ying4 de5 shuo1
生肖属相	sheng1 xiao4 shu3 xiang4
生臊	sheng1 sao4
生虎子	sheng1 hu3 zi3
生角	sheng1 jue2
生辉地	sheng1 hui1 de5
生还	sheng1 huan2
生还者	sheng1 huan2 zhe3
生闷气	sheng1 men1 qi4
用不了	yong4 bu5 liao3
用不着	yong4 bu5 zhao2
用人不当	yong4 ren2 bu2 dang4
用假名地	yong4 jia3 ming2 de5
用催眠地	yong4 cui1 mian2 de5
用其所长	yong4 qi2 suo3 chang2
用力一搡	yong4 li4 yi4 sang3
用力地	yong4 li4 de5
用力地打	yong4 li4 de5 da3
用力地挖	yong4 li4 de5 wa1
用力地砸	yong4 li4 de5 za2
用力猛地	yong4 li4 meng3 de5
用功地	yong4 gong1 de5
用口地	yong4 kou3 de5
用在一朝	yong4 zai4 yi1 zhao1
用处	yong4 chu3
用完地	yong4 wan2 de5
用尽	yong4 jin4
用尽地	yong4 jin3 de5
用尽心机	yong4 jin4 xin1 ji1
用得上	yong4 de5 shang4
用得其所	yong4 de5 qi2 suo3
用得着	yong4 de5 zhao2
用心地	yong4 xin1 de5
用挟	yong4 jia1
用水和面	yong4 shui3 huo4 mian4
用眼睛地	yong4 yan3 jing1 de5
用舍	yong4 she4
用言辞地	yong4 yan2 ci2 de5
用词不当	yong4 ci2 bu2 dang4
用词切当	yong4 ci2 qie4 dang4
用钱	yong4 qian5
用长	yong4 chang2
用间	yong4 jian4
用魔法地	yong4 mo2 fa3 de5
用鼻拱地	yong4 bi2 gong3 de5
甩包袱	shuai3 bao1 fu5
田仆	tian2 pu2
田坑	tian2 gang1
田墌	tian2 zhi3
田子	tian2 zi3
田家子	tian2 jia1 zi3
田更	tian2 geng1
田油子	tian2 you2 zi3
田父	tian2 fu3
田父之功	tian2 fu3 zhi1 gong1
田父献曝	tian2 fu3 xian4 pu4
田父野叟	tian2 fu3 ye3 sou3
田父野老	tian2 fu3 ye3 lao3
田舍	tian2 she4
田舍人	tian2 she4 ren2
田舍儿	tian2 she4 er2
田舍公	tian2 she4 gong1
田舍奴	tian2 she4 nu2
田舍娘	tian2 she4 niang2
田舍子	tian2 she4 zi3
田舍汉	tian2 she4 han4
田舍翁	tian2 she4 weng1
田舍郎	tian2 she4 lang2
田茀	tian2 bo2
田长霖	tian2 chang2 lin2
由头	you2 tou5
由子	you2 zi3
由得	you2 de5
由衷地	you2 zhong1 de5
由衷地说	you2 zhong1 de5 shuo1
由远处地	you2 yuan3 chu4 de5
甲兵	jia2 bing1
甲冠天下	jia3 guan4 tian1 xia4
甲勑	jia3 lai4
甲地左	jia3 de5 zuo3
甲坼	jia2 che4
甲士	jia2 shi4
甲壳	jia3 qiao4
甲壳动物	jia3 qiao4 dong4 wu4
甲壳类	jia3 qiao4 lei4
甲壳素	jia3 qiao4 su4
甲壳虫	jia3 qiao4 chong2
甲子	jia3 zi3
甲子雨	jia3 zi3 yu3
甲宅	jia2 zhai2
甲库	jia2 ku4
甲折翁	jia3 she2 weng1
甲絣	jia3 bing1
甲胆	jia2 dan3
甲舍	jia3 she4
甲裳	jia3 chang2
甲长	jia2 chang2
甲首	jia2 shou3
申勑	shen1 lai4
申勒	shen1 le4
申斥似地	shen1 chi4 shi4 de5
申曲	shen1 qu3
电光朝露	dian4 guang1 zhao1 lu4
电刨	dian4 bao4
电力地	dian4 li4 de5
电动葫芦	dian4 dong4 hu2 lu5
电动转盘	dian4 dong4 zhuan4 pan2
电发	dian4 fa4
电声乐队	dian4 sheng1 yue4 dui4
电子	dian4 zi3
电子业	dian4 zi3 ye4
电子乐器	dian4 zi3 yue4 qi4
电子书	dian4 zi3 shu1
电子云	dian4 zi3 yun2
电子亚层	dian4 zi3 ya4 ceng2
电子人	dian4 zi3 ren2
电子伏	dian4 zi3 fu2
电子伏特	dian4 zi3 fu2 te4
电子侦察	dian4 zi3 zhen1 cha2
电子信箱	dian4 zi3 xin4 xiang1
电子商务	dian4 zi3 shang1 wu4
电子器件	dian4 zi3 qi4 jian4
电子学	dian4 zi3 xue2
电子学系	dian4 zi3 xue2 xi4
电子对抗	dian4 zi3 dui4 kang4
电子层	dian4 zi3 ceng2
电子层数	dian4 zi3 ceng2 shu4
电子工业	dian4 zi3 gong1 ye4
电子工程	dian4 zi3 gong1 cheng2
电子干扰	dian4 zi3 gan1 rao3
电子式	dian4 zi3 shi4
电子手帐	dian4 zi3 shou3 zhang4
电子手表	dian4 zi3 shou3 biao3
电子排版	dian4 zi3 pai2 ban3
电子文件	dian4 zi3 wen2 jian4
电子束	dian4 zi3 shu4
电子枪	dian4 zi3 qiang1
电子流	dian4 zi3 liu2
电子游戏	dian4 zi3 you2 xi4
电子烟	dian4 zi3 yan1
电子版	dian4 zi3 ban3
电子狗	dian4 zi3 gou3
电子琴	dian4 zi3 qin2
电子盘	dian4 zi3 pan2
电子眼	dian4 zi3 yan3
电子秤	dian4 zi3 cheng4
电子空间	dian4 zi3 kong1 jian1
电子竞技	dian4 zi3 jing4 ji4
电子管	dian4 zi3 guan3
电子网络	dian4 zi3 wang3 luo4
电子舞曲	dian4 zi3 wu3 qu3
电子表	dian4 zi3 biao3
电子警察	dian4 zi3 jing3 cha2
电子论	dian4 zi3 lun4
电子读物	dian4 zi3 du2 wu4
电子货币	dian4 zi3 huo4 bi4
电子邮件	dian4 zi3 you2 jian4
电子邮箱	dian4 zi3 you2 xiang1
电子陶瓷	dian4 zi3 tao2 ci2
电子音乐	dian4 zi3 yin1 yue4
电影片	dian4 ying3 pian1
电影音乐	dian4 ying3 yin1 yue4
电滚子	dian4 gun3 zi3
电熨斗	dian4 yun4 dou3
电磁干扰	dian4 ci2 gan1 rao3
电磁感应	dian4 ci2 gan3 ying4
电磨	dian4 mo4
电荷	dian4 he4
电荷耦合	dian4 he4 ou3 he2
电荷量	dian4 he4 liang4
电转	dian4 zhuan4
电转儿	dian4 zhuan4 er2
电转盘	dian4 zhuan4 pan2
电邮位置	dian4 you2 wei4 zhi5
电钥	dian4 yue4
电钻	dian4 zuan4
电镐	dian4 hao4
男人家	nan2 ren2 jia5
男仆	nan2 pu2
男傧相	nan2 bin1 xiang4
男女老少	nan2 nv3 lao3 shao4
男子	nan2 zi3
男子似地	nan2 zi5 shi4 de5
男子单	nan2 zi3 dan1
男子气	nan2 zi3 qi4
男子气概	nan2 zi3 qi4 gai4
男子汉	nan2 zi3 han4
男子篮球	nan2 zi3 lan2 qiu2
男孩乐队	nan2 hai2 yue4 dui4
男孩儿	nan2 hai2 er5
男性厌恶	nan2 xing4 yan4 wu4
男朋友	nan2 peng2 you5
男相	nan2 xiang4
甸人	dian4 ren2
甸侯	dian4 hou4
甸儿	dian4 er2
甸农	dian4 nong2
甸地	dian4 di4
甸圻	dian4 qi2
甸子	dian4 zi3
甸宇	dian4 yu3
甸官	dian4 guan1
甸师	dian4 shi1
甸役	dian4 yi4
甸徒	dian4 tu2
甸服	dian4 fu2
甸燎	dian4 liao2
甸甸	dian4 dian4
甸畿	dian4 ji1
甸粟	dian4 su4
甸聚	dian4 ju4
甸邑	dian4 yi4
町町	ting3 ting3
町畦	ting3 qi2
町畽	ting1 tuan3
町疃	ting3 tuan3
画供	hua4 gong4
画儿	hua4 er5
画卷	hua4 juan4
画圈儿	hua4 quan1 er5
画地为牢	hua4 di4 wei2 lao2
画地为狱	hua4 di4 wei2 yu4
画帖	hua4 tie4
画框	hua4 kuang4
画毂	hua4 gu1
画片	hua4 pian1
画片儿	hua4 pian1 er5
画翟	hua4 zhai2
画荻和丸	hua4 di2 huo4 wan2
画荻教子	hua4 di2 jiao4 zi3
画虎刻鹄	hua4 hu3 ke4 hu2
画蛇著足	hua4 she2 zhuo2 zu2
画衣冠	hua4 yi4 guan1
画鞞	hua4 bi3
画龙刻鹄	hua4 long2 ke4 hu2
畅想曲	chang4 xiang3 qu3
畅所欲为	chang4 suo3 yu4 wei2
畅毂	chang4 gu1
畈眼子	fan4 yan3 zi3
畊氓	geng1 meng2
畏惧地	wei4 ju4 de5
畏缩地	wei4 suo1 de5
留侯	liu2 hou4
留吁	liu2 yu4
留君子	liu2 jun1 zi3
留处	liu2 chu3
留娭	liu2 xi1
留子	liu2 zi3
留子嗟	liu2 zi3 jie1
留心眼儿	liu2 xin1 yan3 er5
留意地	liu2 yi4 de5
留更	liu2 geng1
留空	liu2 kong4
留舍	liu2 she4
留荑	liu2 yi2
留都	liu2 du1
留难	liu2 nan4
畚斸	ben3 zhu2
畜产	xu4 chan3
畜产品	xu4 chan3 pin3
畜养	xu4 yang3
畜圈	chu4 juan4
畜妻养子	xu4 qi1 yang3 zi3
畜牧	xu4 mu4
畜牧业	xu4 mu4 ye4
畜牧场	xu4 mu4 chang3
畜积	xu4 ji1
畜长	chu4 chang2
畟奸	ji1 jian1
畟然	ji1 ran2
畟畟	ji1 ji1
略为	lve4 wei2
略尽	lve4 jin4
略微地	lve4 wei1 de5
畦畽	qi2 tuan3
番佛	fan1 fo2
番子	fan1 zi3
番子手	fan1 zi3 shou3
番将	fan1 jiang4
番更	fan1 geng1
番氓	fan1 meng2
番禺	pan1 yu2
番禺区	pan1 yu2 qu1
番窠倒臼	fan1 ke1 dao3 jiu4
番茄	fan1 qie2
番茄汁	fan1 qie2 zhi1
番茄红素	fan1 qie2 hong2 su4
番茄酱	fan1 qie2 jiang4
番藷	fan1 zhu1
畬菑	she1 zi1
畲乡	yu2 xiang1
畲菑	she1 zi1
畸型地	ji1 xing2 de5
畹町	wan3 ding1
畹町市	wan3 ding1 shi4
畿甸	ji1 dian4
疆潦	jiang1 liao2
疆甽	jiang1 quan3
疋似	pi4 si4
疏不间亲	shu1 bu4 jian4 qin1
疏内	shu1 ne4
疏剌剌	shu1 la4 la4
疏勒	shu1 le4
疏勒县	shu1 le4 xian4
疏勒国	shu1 le4 guo2
疏喇喇	shu1 la4 la4
疏忽	shu1 hu5
疏忽地	shu1 hu1 de5
疏数	shu1 cu4
疏朴	shu1 piao2
疏率	shu1 shuai4
疏缪	shu1 miu4
疏脊	shu1 ji3
疏迤	shu1 yi3
疏闇	shu1 an1
疏隽	shu1 jun4
疐便	di4 bian4
疐后跋前	di4 hou4 ba2 qian2
疐跋	di4 ba2
疑为	yi2 wei2
疑似	yi2 si4
疑似之间	yi2 si4 zhi1 jian1
疑惑地	yi2 huo4 de5
疑惑地想	yi2 huo4 de5 xiang3
疑惑地问	yi2 huo4 de5 wen4
疑缪	yi2 miu4
疑问地	yi2 wen4 de5
疑间	yi2 jian4
疙疙瘩瘩	ge1 ge1 da1 da2
疙疸	ge1 da5
疚心疾首	jiu4 xin1 ji2 shou4
疟子	yao4 zi3
疟子花	yao4 zi3 hua1
疟子鬼儿	yao4 zi3 gui3 er2
疡子	yang2 zi3
疣子	you2 zi3
疤痆	ba1 ni4
疫病地	yi4 bing4 de5
疯子似地	feng1 zi5 shi4 de5
疯狂似地	feng1 kuang2 shi4 de5
疯狂地	feng1 kuang2 de5
疯疯癫癫	feng1 feng5 dian1 dian1
疯癫识倒	feng1 dian1 shi2 dao3
疲于供命	pi2 yu2 gong4 ming4
疲倦地	pi2 juan4 de5
疲塌	pi2 ta5
疲氓	pi2 meng2
疲沓	pi2 ta4
疲疲沓沓	pi2 pi2 ta4 ta4
疲痾	pi2 ke1
疲累地走	pi2 lei4 de5 zou3
疼痛地	teng2 tong4 de5
疾不可为	ji2 bu4 ke3 wei2
疾子	ji2 zi3
疾恶	ji2 wu4
疾恶好善	ji2 wu4 hao4 shan4
疾菑	ji2 zi1
疾速地	ji2 su4 de5
疾风劲草	ji2 feng1 jing4 cao3
疾驰地	ji2 chi2 de5
痂查	jia1 zha1
痄疨	zha4 ya3
病休假	bing4 xiu1 jia4
病倒	bing4 dao3
病假	bing4 jia4
病假条	bing4 jia4 tiao2
病包儿	bing4 bao1 er5
病厌厌	bing4 yan1 yan1
病孱	bing4 chan2
病态地	bing4 tai4 de5
病理切片	bing4 li3 qie1 pian4
病理地	bing4 li3 de5
病病歪歪	bing4 bing5 wai1 wai1
病病殃殃	bing4 bing5 yang1 yang1
病革	bing4 ji2
症瘕	zheng1 jia3
症瘕积聚	zheng1 jia3 ji1 ju4
症结	zheng1 jie2
痉挛性地	jing4 luan2 xing4 de5
痉笑地	jing4 xiao4 de5
痊痾	quan2 ke1
痌切	tong1 qie1
痒剌剌	yang3 la4 la4
痒痒	yang3 yang5
痒痒挠	yang3 yang5 nao2
痒痾	yang3 ke1
痒磨树者	yang5 mo5 shu5 zhe5
痘子	dou4 zi3
痛切地	tong4 qie4 de5
痛勦穷追	tong4 jiao3 qiong2 zhui1
痛可言邪	tong5 ke5 yan5 ye5
痛咽	tong4 yan1
痛咽咽	tong4 ye4 ye4
痛快地	tong4 kuai4 de5
痛快地哭	tong4 kuai4 de5 ku1
痛快地打	tong4 kuai4 de5 da3
痛快地讲	tong4 kuai4 de5 jiang3
痛恶	tong4 wu4
痛深恶绝	tong4 shen1 wu4 jue2
痛煞煞	tong4 sha4 sha4
痛痛切切	tong4 tong4 qie4 qie1
痛痛快快	tong4 tong5 kuai4 kuai4
痛自创艾	tong4 zi4 chuang1 yi4
痛苦地	tong4 ku3 de5
痛苦地去	tong4 ku3 de5 qu4
痛苦地说	tong4 ku3 de5 shuo1
痡峭	pu1 qiao4
痡毒	pu1 du2
痡瘏	pu1 tu2
痢疾	li4 ji5
痧子	sha1 zi3
痨剌	lao2 la4
痫瘈	xian2 zhi4
痰盂儿	tan2 yu2 er5
痱子	fei4 zi3
痱子粉	fei4 zi3 fen3
痲子	ma2 zi3
痴伯子	chi1 bai3 zi3
痴倒	chi1 dao3
痴儿騃子	chi1 er2 ai2 zi3
痴呆地	chi1 dai1 de5
痴子	chi1 zi3
痴挣	chi1 zheng4
痴男子	chi1 nan2 zi3
痴痴地	chi1 chi1 de5
痴痴地想	chi1 chi1 de5 xiang3
痴痴地等	chi1 chi1 de5 deng3
痴迷地	chi1 mi2 de5
痶痪	dian3 huan4
痾疢	ke1 chen4
痾疹	ke1 zhen3
痾疻	ke1 zhi3
痾痒	ke1 yang3
痾瘵	ke1 zhai4
痾祸	ke1 huo4
痿蹶	wei3 jue3
瘃脯	zhu2 fu3
瘄子	cu4 zi3
瘅恶	dan4 e4
瘅恶司	dan4 e4 si1
瘅恶彰善	dan4 e4 zhang1 shan4
瘅疟	dan4 nve4
瘆得慌	shen4 de5 huang1
瘈狗	zhi4 gou3
瘊子甲	hou2 zi3 jia3
瘗薶	yi4 wo1
瘢痆	ban1 ni4
瘣木	lei3 mu4
瘣疾	lei3 ji2
瘣隤	lei3 tui2
瘦劲	shou4 jing4
瘦弱地	shou4 ruo4 de5
瘦猴儿	shou4 hou2 er5
瘦瘦地	shou4 shou4 de5
瘦脊	shou4 ji3
瘦长	shou4 chang2
瘦长地	shou4 chang2 de5
瘦长子	shou4 zhang3 zi3
瘦高挑儿	shou4 gao1 tiao3 er2
瘩背	da2 bei4
瘪三	bie1 san1
瘪子	bie3 zi3
瘪煞瘪煞	bie3 sha4 bie3 sha4
瘫倒	tan1 dao3
瘾头儿	yin3 tou2 er5
癖好	pi3 hao4
癖好地	pi3 hao4 de5
癖子	pi3 zi3
癞子	lai4 zi3
癞汉指头	lai4 han4 zhi3 tou5
癞痢	la4 li4
癞虾蟆	lai4 ha2 ma2
癫子	dian1 zi3
癫狂地	dian1 kuang2 de5
癫癫倒倒	dian1 dian1 dao3 dao3
登上陆地	deng1 shang4 lu4 de5
登伽佗	deng1 jia1 tuo2
登勒	deng1 le4
登台拜将	deng1 tai2 bai4 jiang4
登坛拜将	deng1 tan2 bai4 jiang4
登徒子	deng1 tu2 zi3
登得	deng1 de5
登载	deng1 zai3
白云亲舍	bai2 yun2 qin1 she4
白云观	bai2 yun2 guan4
白云青舍	bai2 yun2 qing1 she4
白佛	bai2 fo2
白侯	bai2 hou4
白兔公子	bai2 tu4 gong1 zi3
白刀子进	bai2 dao1 zi3 jin4
白切鸡	bai2 qie1 ji1
白剌擦	bai2 la4 ca1
白卷	bai2 juan4
白发	bai2 fa4
白发丹心	bai2 fa4 dan1 xin1
白发千丈	bai2 fa4 qian1 zhang4
白发朱颜	bai2 fa4 zhu1 yan2
白发红颜	bai2 fa4 hong2 yan2
白发苍苍	bai2 fa4 cang1 cang1
白发苍颜	bai2 fa4 cang1 yan2
白发青衫	bai2 fa4 qing1 shan1
白发鱼	bai2 fa4 yu2
白喉杆菌	bai2 hou2 gan3 jun1
白嚼蛆	bai2 jiao2 qu1
白圭夫子	bai2 gui1 fu1 zi3
白头帖子	bai2 tou2 tie3 zi3
白娘子	bai2 niang2 zi3
白子	bai2 zi3
白帝子	bai2 di4 zi3
白帢青衫	bai2 jia2 qing1 shan1
白干	bai2 qian2
白干儿	bai2 gan1 er2
白折子	bai2 zhe2 zi3
白日衣绣	bai2 ri4 yi4 xiu4
白昼地	bai2 zhou4 de5
白晃晃	bai2 huang4 huang3
白札子	bai2 zha2 zi3
白术	bai2 zhu2
白杆兵	bai2 gan3 bing1
白杆军	bai2 gan3 jun1
白板天子	bai2 ban3 tian1 zi3
白椎	bai2 zhui1
白毫子	bai2 hao2 zi3
白沙在涅	bai2 shan1 zai4 nie4
白热地	bai2 re4 de5
白版侯	bai2 ban3 hou4
白版天子	bai2 ban3 tian1 zi3
白狗子	bai2 gou3 zi3
白玩儿	bai2 wan2 er5
白班儿	bai2 ban1 er5
白甚么	bai2 shen4 mo3
白痴地	bai2 chi1 de5
白白地	bai2 bai2 de5
白白地死	bai2 bai2 de5 si3
白相	bai2 xiang4
白相人	bai2 xiang4 ren2
白眼儿狼	bai2 yan3 er5 lang2
白眼珠儿	bai2 yan3 zhu1 er5
白紬	bai2 chou1
白翟	bai2 zhai2
白脯	bai2 fu3
白腰杓鹬	bai2 yao1 shao2 yu4
白芀子	bai2 tiao2 zi3
白苋紫茄	bai2 xian4 zi3 qie2
白茬儿	bai2 cha2 er5
白茸茸	bai2 rong2 rong2
白荅	bai2 da2
白葛	bai2 ge3
白虎观	bai2 hu3 guan4
白蛇传	bai2 she2 zhuan4
白衣冠	bai2 yi4 guan1
白衣卿相	bai2 yi1 qing1 xiang4
白衣宰相	bai2 yi1 zai3 xiang4
白衫儿	bai2 shan1 er5
白裳	bai2 chang2
白话地	bai2 hua4 de5
白送地	bai2 song4 de5
白酂	bai2 zan4
白酦	bai2 po1
白醗	bai2 po1
白镪	bai2 qiang3
白面儿	bai2 mian4 er5
白额侯	bai2 e2 hou4
白饧	bai2 xing2
白首为郎	bai2 shou3 wei2 lang2
白马王子	bai2 ma3 wang2 zi3
白驹过郄	bai2 ju1 guo4 xi4
白鹄	bai2 hu2
白鹞子	bai2 yao4 zi3
白鹤子	bai2 he4 zi3
白鹭缞	bai2 lu4 shuai1
白麻子	bai2 ma2 zi3
白黑颠倒	bai2 hei1 dian1 dao3
百万买宅	ba3 wan4 mai3 zhai2
百万倍地	bai3 wan4 bei4 de5
百下百着	bai3 xia4 bai3 zhao2
百不为多	bai3 bu4 wei2 duo1
百不咋	bai3 bu4 za5
百不杂	bai3 bu4 za5
百中	bai3 zhong4
百中百发	bai3 zhong4 bai3 fa1
百为	bai3 wei2
百乘	bai3 sheng4
百了千当	bai3 liao3 qian1 dang1
百二子	bai3 er4 zi3
百什	bai3 shi2
百倍地	bai3 bei4 de5
百兽率舞	bai3 shou4 shuai4 wu3
百兽长	bai3 shou4 chang2
百划	bai3 hua2
百发百中	bai3 fa1 bai3 zhong4
百合子	bai3 he2 zi3
百君子	bai3 jun1 zi3
百和	bai3 he4
百和香	bai3 he4 xiang1
百堕俱举	bai3 hui1 ju4 ju3
百子	bai3 zi3
百子图	bai3 zi3 tu2
百子堂	bai3 zi3 tang2
百子帐	bai3 zi3 zhang4
百子池	bai3 zi3 chi2
百子瓮	bai3 zi3 weng4
百子铃	bai3 zi3 ling2
百孔千创	bai3 kong3 qian1 chuang1
百度知道	bai3 du4 zhi1 dao5
百日咳	bai3 ri4 hai1
百木长	bai3 mu4 chang2
百痾	bai3 ke1
百禽长	bai3 qin2 chang2
百舌子	bai3 she2 zi3
百舍	bai3 she4
百舍重茧	bai3 she4 chong2 jian3
百舍重趼	bai3 she4 chong2 jian3
百般刁难	bai3 ban1 diao1 nan4
百色起义	bo2 se4 qi3 yi4
百花朝	bai3 hua1 zhao1
百载	bai3 zai3
百载树人	bai3 zai3 shu4 ren2
百辟	bai3 bi4
百遶	bai3 rao3
百金求间	bai3 jin1 qiu2 jian4
百钱卜	bai3 qian2 bu3
百长	bai3 chang2
皂舃	zao4 tuo1
的一确二	di2 yi1 que4 er4
的切	de5 qie1
的卡	di2 ka3
的卢	di4 lu2
的历	di4 li4
的哥	di1 ge1
的士	di1 shi4
的士高	di2 shi4 gao1
的姐	di1 jie3
的子	de5 zi3
的应	de5 ying4
的当	di2 dang4
的杠	de5 gang4
的款	di2 kuan3
的溜骨碌	de5 liu1 gu1 lu4
的的	di2 di2
的的圆	de5 di2 yuan2
的真	di2 zhen1
的确	di2 que4
的确凉	di2 que4 liang2
的确良	di2 que4 liang2
的证	di2 zheng4
的黎波里	di4 li2 bo1 li3
皇历	huang2 li5
皇天子	huang2 tian1 zi3
皇太子	huang2 tai4 zi3
皇子	huang2 zi3
皇子坡	huang2 zi3 po1
皇子陂	huang2 zi3 bei1
皇曾祖	huang2 zeng1 zu3
皇轝	huang2 yu2
皋陶	gao1 yao2
皎皛	jiao3 jiao3
皓发	hao4 fa4
皓晃	hao4 huang4
皓皛	hao4 jiao3
皓簳	hao4 gan4
皛光	jiao3 guang1
皛旷	jiao3 kuang4
皛淼	jiao3 miao3
皛清	jiao3 qing1
皛溔	jiao3 yao3
皛白	jiao3 bai2
皛皎	jiao3 jiao3
皛皛	jiao3 jiao3
皛耀	jiao3 yao4
皛饭	jiao3 fan4
皮侯	pi2 hou4
皮儿	pi2 er5
皮划艇	pi2 hua2 ting3
皮剥	pi2 bao1
皮剥所	pi2 bao1 suo3
皮包骨头	pi2 bao1 gu2 tou5
皮匠	pi2 jiang5
皮壳	pi2 qiao4
皮实	pi2 shi5
皮桶子	pi2 tong3 zi3
皮相	pi2 xiang4
皮相之见	pi2 xiang4 zhi1 jian4
皮相之谈	pi2 xiang4 zhi1 tan2
皮裳	pi2 chang2
皮诺切特	pi2 nuo4 qie1 te4
皮馄饨	pi2 hun2 tun5
皱眉头	zhou4 mei2 tou5
皱面还丹	zhou4 mian4 huan2 dan1
皴剥	cun1 bao1
皿卷	min3 juan4
盅子	zhong1 zi3
盈千累万	ying2 qian1 lei3 wan4
盈把	ying2 ba4
盈溢地	ying2 yi4 de5
盈瑱	ying2 tian4
盈盈秋水	ying2 ying2 shui3 qiu1
盈箱累箧	ying2 xiang1 lei3 qie4
盈篇累牍	ying2 pian1 lei3 du2
益觉困难	yi4 jue2 kun4 nan5
盌子	wan3 zi3
盍合子	he2 he2 zi3
盍戠	he2 zhi2
盐分	yan2 fen4
盐子	yan2 zi3
盐曲钱	yan2 qu3 qian2
盐水佛	yan2 shui3 fo2
盐渍地	yan2 zi4 de5
盐筴	yan2 jia1
盐菹	yan2 zu1
盐角儿	yan2 jue2 er2
盐角儿令	yan2 jue2 er2 ling4
盐豉	yan2 chi3
盐豉汤	yan2 chi3 tang1
盐都	yan2 du1
盐都区	yan2 du1 qu1
盐酰	yan2 xi1
盐钻粱	yan2 zuan4 liang2
盐长	yan2 chang2
盐驮子	yan2 duo4 zi3
监仆	jian1 pu2
监伺	jian1 si4
监利	jian4 li4
监子	jian1 zi3
监本	jian4 ben3
监河侯	jian1 he2 hou4
监生	jian4 sheng1
盔头	kui1 tou5
盔子	kui1 zi3
盖上	gai4 shang5
盖儿	gai4 er5
盖老	ge3 lao3
盗录行为	dao4 lu4 xing2 wei2
盗掠	dao4 lve3
盗穵	dao4 ya4
盗颉	dao4 jia2
盘倒	pan2 dao3
盘儿菜	pan2 er5 cai4
